State,District,Subdistt,Town/Village,Ward,EB,Level,Name,TRU,Area (in ha),TOT_P,Urb_Under_MC/VP,Class,VP/MC,VP Area,VP Population,Forest Area (in Hectares),Area under Non-Agricultural Uses (in Hectares),Barren & Un-cultivable Land Area (in Hectares),Permanent Pastures and Other Grazing Land Area (in Hectares),Land Under Miscellaneous Tree Crops etc. Area (in Hectares),Culturable Waste Land Area (in Hectares),Fallows Land other than Current Fallows Area (in Hectares),Current Fallows Area (in Hectares),Net Area Sown (in Hectares),Total Unirrigated Land Area (in Hectares),Area Irrigated by Source (in Hectares),Canals Area (in Hectares),Wells/Tube Wells Area (in Hectares),Tanks/Lakes Area (in Hectares),Waterfall Area (in Hectares),Other Source (specify) Area (in Hectares)
30,585,5614,626847,0,0,VILLAGE,Adcolna,Rural,371,1688,,D,Boma-Adcolna,765.6,4495,0,0,0,0,0,112.75,146.55,0,111.7,75.5,36.2,0,0,36.2,0,0
30,586,5617,626948,0,0,VILLAGE,Adnem,Rural,960,1657,,D,Bali,3895,7415,213.4,85,0,0,0,401.6,0,0,260,240,20,0,5,0,5,10
30,586,5616,626906,0,0,VILLAGE,Adsulim,Rural,20,214,,D,Cana,1083,12627,0,0.5,0,0,0,2.1,0,0,17.4,17.4,0,0,0,0,0,0
30,585,5613,626825,0,0,VILLAGE,Advoi,Rural,575.47,609,,D,Birondem,2016.11,4101,0,6.5,37.46,0,269.77,205.3,2,10.2,44.24,37.9,6.34,6.34,0,0,0,0
30,585,5612,626745,0,0,VILLAGE,Adwalpale,Rural,637.35,1412,,D,Adwalpale,637.35,1412,0,20,110.35,15,47,26,31,19,369,307,62,43.5,5,13.5,0,0
30,585,5609,626657,0,0,VILLAGE,Agarvado,Rural,267.55,1478,,D,Agarwado-Chopdem,483.41,2452,0,150.44,0,0,0,7.29,0,0,109.82,109.82,0,0,0,0,0,0
30,586,5618,626973,0,0,VILLAGE,Aglote,Rural,1645,1772,,D,Sancordem,10182,4114,765.2,150.02,0,0,0,413.98,0,0,315.8,300,15.8,0,5.3,0,0,10.5
30,586,5619,627023,0,0,VILLAGE,Agonda,Rural,1480,3801,,C,Agonda,1480,3801,266,410,20,0,0,448,16,10,310,302,8,0,0,3,0,5
30,585,5609,626649,0,0,VILLAGE,Alorna,Rural,2185.54,2651,,C,Alorna,2185.54,2651,396.4,140.61,0,0,0,724.5,0,0,924.03,906.13,17.9,0,0,0,0,17.9
30,585,5611,626705,0,0,VILLAGE,Ambarim,Rural,13.88,93,,D,Chodan- Madel,1535.78,5563,0,3,0,0,0,5,0,0,5.88,5.88,0,0,0,0,0,0
30,586,5617,626947,0,0,VILLAGE,Ambaulim,Rural,642,2987,,C,Ambaulim,642,2987,0,37.3,0,0,160.7,0,0,0,444,290,154,50,0,50,0,54
30,585,5613,626803,0,0,VILLAGE,Ambedem,Rural,125.27,272,,D,Nagargaon,10172.57,4652,0,0.75,1.39,0,1.1,1.75,4.88,5.88,109.52,90,19.52,10.52,6.55,0,0,2.45
30,585,5613,626839,0,0,VILLAGE,Ambeli,Rural,194.96,104,,D,Cotorem,3993.35,4102,18.35,1.32,33.76,0,3.1,28.63,18.68,18.68,72.44,62.34,10.1,8.95,0.58,0,0,0.57
30,586,5616,626922,0,0,VILLAGE,Ambelim,Rural,389,2853,,C,Ambelim,389,2853,0,88.7,0,0,0,26.3,0,0,274,263.2,10.8,0,0,0,0,10.8
30,585,5609,626643,0,0,VILLAGE,Amberem,Rural,204.07,341,,D,Amberem,509.24,1335,0,69.45,0,0,0,43.04,0,0,91.58,86.22,5.36,0,0,0,0,5.36
30,585,5612,626758,0,0,VILLAGE,Amone,Rural,734.06,2963,,C,Amone,734.06,2963,0,111,200.46,26,16,70.7,25,9,275.9,262.1,13.8,0,2.8,0,0,11
30,586,5619,627029,0,0,VILLAGE,Anjadip,Rural,33.8,0,,D,Loliem- Polem,4165,4797,0,30.7,0,0,0,0,0,0,3.1,3.1,0,0,0,0,0,0
30,585,5613,626770,0,0,VILLAGE,Anjunem,Rural,227.12,0,,D,Querim,4147.5,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,585,5613,626814,0,0,VILLAGE,Ansolem,Rural,167.14,186,,D,Birondem,2016.11,4101,15.8,2.4,9.32,0,75.27,45.97,0.04,8.5,9.84,9.84,0,0,0,0,0,0
30,586,5618,626986,0,0,VILLAGE,Antoriem,Rural,232,0,,D,Sanvordem(CT),2558,7804,77.9,41,0,0,0,39.1,0,0,74,72,2,0,0,0,0,2
30,586,5615,626884,0,0,VILLAGE,Arossim,Rural,340.01,1721,,D,Cansaulim,996,5717,0,115.01,0,0,0,16,8,0,201,183,18,0,18,0,0,0
30,585,5610,626673,0,0,VILLAGE,Arpora,Rural,422.84,3255,,C,"Arpora,",577.41,4710,0,9.94,131.08,0,0,0,5.55,1.2,275.07,275.07,0,0,0,0,0,0
30,585,5610,626672,0,0,VILLAGE,Assagao,Rural,1072.8,4367,,C,Assagao,1072.8,4367,0,85.48,108.13,0,725.92,0,38.6,0,114.67,114.67,0,0,0,0,0,0
30,585,5613,626836,0,0,VILLAGE,Assodem,Rural,497.05,120,,D,Cotorem,3993.35,4102,412.96,3.05,6.41,0,6.08,8.55,7.01,11,41.99,41.17,0.82,0,0.82,0,0,0
30,586,5617,626934,0,0,VILLAGE,Assolda,Rural,330,1257,,D,Assolda,740,3676,0,50,0,0,0,140,0,0,140,90,50,30,0,0,0,20
30,586,5616,626919,0,0,VILLAGE,Assolna,Rural,458,3410,,C,Assolna,458,3410,0,174.5,0,0,0,1.4,0,0,282.1,231.4,50.7,0,0,0,0,50.7
30,585,5610,626668,0,0,VILLAGE,Assonora,Rural,368.82,3870,,C,Moitem,457.34,4730,0,3.95,18.63,0,0,86.74,0,0,259.5,257.56,1.94,0,0,1.94,0,0
30,585,5612,626754,0,0,VILLAGE,Aturli,Rural,67.94,467,,D,Maem,2239.82,8717,0,0,6.37,2.17,2,3.4,0,0,54,40,14,0,0,0,0,14
30,586,5617,626939,0,0,VILLAGE,Avedem,Rural,227,1650,,D,Avedem-Cotombi,580,2898,0,22.9,0,0,0,36.9,0,0,167.2,129.2,38,20,8,0,0,10
30,585,5611,626719,0,0,VILLAGE,Azossim,Rural,329.84,1142,,D,Azossim - Mandur,535.06,4255,0,22.73,0,0,0,16.04,0,0,291.07,291.07,0,0,0,0,0,0
30,585,5611,626715,0,0,VILLAGE,Bainguinim,Rural,293.94,1501,,D,Se-Old Goa,928.4,7853,0,81,0,0,0,1.82,0,0,211.12,211.12,0,0,0,0,0,0
30,586,5617,626949,0,0,VILLAGE,Bali,Rural,927,2944,,C,Bali,3895,7415,0,66.2,0,0,0,446.8,0,0,414,410,4,0,2,0,0,2
30,586,5618,626984,0,0,VILLAGE,Bandoli,Rural,796,1060,,D,Kirlapol-Dabal,4910,6307,72,64.2,0,0,0,254.26,0,0,405.54,400.04,5.5,0,3.2,0,0,2.3
30,586,5617,626961,0,0,VILLAGE,Barcem,Rural,1723,2685,,C,Barcem,5840,4437,300.8,550.2,0,0,0,180,0,0,692,670.8,21.2,0,6.2,0,5,10
30,585,5610,626678,0,0,VILLAGE,Bastora,Rural,322.21,3943,,C,"Verla,",322.21,3943,25.25,26.81,34.31,0,37.56,0,114.91,0,83.37,82.75,0.62,0,0.62,0,0,0
30,586,5618,627006,0,0,VILLAGE,Bati,Rural,2996,1933,,D,Bati,12894,3283,2083,169.6,0,0,263.4,0,0,0,480,440,40,0,8,0,0,32
30,585,5611,626722,0,0,VILLAGE,Batim,Rural,275.52,1489,,D,Batim,576.28,2008,0,100.01,0,0,1,6,2.42,0,166.09,166.09,0,0,0,0,0,0
30,586,5617,626955,0,0,VILLAGE,Bendordem,Rural,519,609,,D,Bali,3895,7415,26.9,28.4,0,0,0,254.4,0,0,209.3,207.3,2,0,0.5,0,1.5,0
30,586,5616,626895,0,0,VILLAGE,Betalbatim,Rural,447,3551,,C,Betalbatim,494,3773,0,47.6,0,0,0,4.1,0,0,395.3,358.4,36.9,0,0,0,0,36.9
30,585,5614,626859,0,0,VILLAGE,Betora,Rural,1414.29,6133,,B,Betora-Nirancal-Conxem-Codar,4567.06,8824,359,0,0,0,0,307.26,25.87,722.16,0,0,0,0,0,0,0,0
30,585,5614,626844,0,0,VILLAGE,Betqui,Rural,629,1707,,D,Betqui-Candola,1481,7061,0,220,0,0,0,100,0,0,309,238,71,0,0,71,0,0
30,585,5613,626830,0,0,VILLAGE,Birondem,Rural,277.56,476,,D,Birondem,2016.11,4101,0,4.5,28.07,0,203.7,13.26,3.2,7,17.83,13.65,4.18,4.18,0,0,0,0
30,585,5614,626848,0,0,VILLAGE,Boma,Rural,394.6,2807,,C,Boma-Adcolna,765.6,4495,0,0,0,0,0,67,106,0,221.6,185,36.6,0,0,36.6,0,0
30,586,5618,626990,0,0,VILLAGE,Boma,Rural,788,0,,D,Calem,8450,4364,765.6,18,0,0,0,0.1,0,0,4.3,4.3,0,0,0,0,0,0
30,585,5613,626802,0,0,VILLAGE,Bombedem,Rural,48.4,37,,D,Nagargaon,10172.57,4652,0,1.4,1.5,0,0,1.7,1.5,1.39,40.91,20.19,20.72,8.52,8.6,0,0,3.6
30,585,5613,626807,0,0,VILLAGE,Buimpal,Rural,411.6,1403,,D,Onda,2517.06,9014,0,9.06,0,0,0,18.89,80,30,273.65,273.65,0,0,0,0,0,0
30,586,5616,626891,0,0,VILLAGE,Calata,Rural,165,1739,,D,Majorda,917,6570,0,11.9,0,0,0,0.2,0,0,152.9,151.8,1.1,0,0,0,0,1.1
30,586,5618,626988,0,0,VILLAGE,Calem,Rural,3575,2683,,C,Calem,8450,4364,1703.3,260,0,0,0,776.7,0,0,835,800,35,20,0,0,0,15
30,585,5610,626685,0,0,VILLAGE,Calvim,Rural,135.01,403,,D,Aldona,1519.37,9518,3.78,10.43,5.25,0,1.71,0,0,0,113.84,113.29,0.55,0,0.55,0,0,0
30,586,5618,626982,0,0,VILLAGE,Camarconda,Rural,797,793,,D,Kirlapol-Dabal,4910,6307,0,80,0,0,0,299.6,0,0,417.4,400.2,17.2,0,2.4,0,0,14.8
30,585,5610,626663,0,0,VILLAGE,Camurlim,Rural,872.7,3015,,C,Camurlim,872.7,3015,163.79,11.8,98.96,0,283.77,0,0,0,314.38,311.99,2.39,0,2.39,0,0,0
30,586,5616,626890,0,0,VILLAGE,Camurlim,Rural,340,2247,,C,Camurlim,340,2247,0,33.2,0,0,0,95,0,0,211.8,206.1,5.7,0,0,5.7,0,0
30,586,5616,626904,0,0,VILLAGE,Cana,Rural,43,494,,D,Cana,1083,12627,0,2.9,0,0,0,1.5,0,0,38.6,35.3,3.3,0,0,3.3,0,0
30,586,5619,627024,0,0,VILLAGE,Canacona,Rural,3334.4,4547,,C,Canacona (Shristhal),3334,4547,1142,179.5,0,0,0,923.4,0,0,1089.5,1085,4.5,0,2.3,0,0,2.2
30,585,5610,626677,0,0,VILLAGE,Canca,Rural,81.09,3551,,C,"Verla,",435.44,7236,0,2.04,9.38,0,11.31,26.39,11.48,0,20.49,15.74,4.75,0,4.75,0,0,0
30,585,5614,626853,0,0,VILLAGE,Candepar,Rural,1111,3768,,C,Curti-Cadepar,1881,20153,491.93,4.43,0,0,0,32.83,75.01,5,501.8,428.12,73.68,46.68,20,7,0,0
30,585,5609,626651,0,0,VILLAGE,Cansarvornem,Rural,1115.78,1382,,D,Cansarvornem,1719.75,2534,210.91,170.6,0,0,0,204.6,0,0,529.67,509.23,20.44,0,0,0,0,20.44
30,586,5615,626883,0,0,VILLAGE,Cansaulim,Rural,190.62,2219,,C,Cansaulim,996,5717,0,83.62,0,0,0,10,0,0,97,37,60,0,40,20,0,0
30,585,5611,626708,0,0,VILLAGE,Capao,Rural,72.16,135,,D,Sao Matias,642.7,2252,0,43.08,0,0,0,6.08,0,0,23,23,0,0,0,0,0,0
30,585,5611,626707,0,0,VILLAGE,Caraim,Rural,54.2,202,,D,Chodan- Madel,1535.78,5563,0,0,0,0,0,0,10.1,4.1,40,40,0,0,0,0,0,0
30,585,5611,626718,0,0,VILLAGE,Carambolim,Rural,1333.89,5179,,B,Carambolim,1333.89,5179,0,130.09,0,0,6.8,40,0,0,1157,1078,79,0,0,79,0,0
30,585,5613,626793,0,0,VILLAGE,Carambolim- Brama,Rural,513.03,445,,D,Nagargaon,10172.57,4652,263.87,1.65,5.76,0,2.06,16.65,21.4,19.14,182.5,146.25,36.25,18.88,11.45,0,0,5.92
30,585,5613,626821,0,0,VILLAGE,Carambolim-Bozruco,Rural,471.4,468,,D,Sanvordem,8157.53,3283,314.45,0,8.6,0,0,10.68,0,0,137.67,132.39,5.28,0,0,0,0,5.28
30,586,5618,626976,0,0,VILLAGE,Caranzol,Rural,4048.63,24,,D,Colem,10453,6006,2434.8,65.5,0,0,59.6,0,0,0,40.1,40.1,0,0,0,0,0,0
30,585,5613,626820,0,0,VILLAGE,Caranzol,Rural,2600,839,,D,Sanvordem,8157.53,3283,3527.24,0,129.66,0,0,28.56,0,0,363.17,354.3,8.87,0,0,0,0,8.87
30,586,5616,626917,0,0,VILLAGE,Carmona,Rural,691,3864,,C,Carmona,691,3864,0,195.9,0,0,0,48.6,0,0,446.5,403.4,43.1,0,0,43.1,0,0
30,585,5609,626641,0,0,VILLAGE,Casnem,Rural,126.46,319,,D,Casne -,509.24,1335,0,34.29,0,0,0,39.16,0,0,53.01,36.24,16.77,0,0,0,0,16.77
30,586,5616,626920,0,0,VILLAGE,Cavelossim,Rural,834,1955,,D,Cavelossim,834,1955,0,362.8,0,0,0,33.2,0,0,438,438,0,0,0,0,0,0
30,586,5617,626956,0,0,VILLAGE,Cavorem,Rural,860,920,,D,Cavorem,7640,3508,550.9,67.1,0,0,0,132,0,0,110,85,25,0,3,0,15,7
30,586,5616,626910,0,0,VILLAGE,Cavorim,Rural,498,2228,,C,Chandor,746,2935,0,149,0,0,0,118,0,0,231,146.4,84.6,84.6,0,0,0,0
30,586,5617,626967,0,0,VILLAGE,Cazur,Rural,699,510,,D,Cavorem,7640,3508,299.1,12.4,0,0,0,65.3,0,0,322.2,302.2,20,0,3,0,15,2
30,586,5617,626940,0,0,VILLAGE,Chaifi,Rural,51,77,,D,Avedem-Cotombi,580,2898,0,5.1,0,0,0,20.5,0,0,25.4,20.4,5,2,1,0,0,2
30,585,5609,626648,0,0,VILLAGE,Chandel,Rural,603.97,1152,,D,Chandel,1719.75,2534,194.62,53.1,0,0,0,194.67,0,0,161.58,158.6,2.98,0,0,0,0,2.98
30,586,5616,626911,0,0,VILLAGE,Chandor,Rural,248,707,,D,Chandor,746,2935,0,34.8,0,0,0,23.6,0,0,189.6,133.7,55.9,55.9,0,0,0,0
30,586,5615,626880,0,0,VILLAGE,Chicolna,Rural,188.67,2680,,C,Chicolna,189,2680,0,112.67,0,0,0,18,20,0,38,30,8,0,8,0,0,0
30,585,5609,626656,0,0,VILLAGE,Chopdem,Rural,215.86,974,,D,Agarwado-Chopdem,483.41,2452,0,80.59,0,0,0,34.03,0,0,101.24,98.82,2.42,0,0,0,0,2.42
30,585,5611,626706,0,0,VILLAGE,Chorao,Rural,1467.7,5268,,B,Chodan- Madel,1535.78,5563,0,527,0,0,0,15,16.33,0,909.37,909.37,0,0,0,0,0,0
30,585,5613,626773,0,0,VILLAGE,Choraundem,Rural,592.65,708,,D,Dongurli- Thane,6901.66,5488,419.06,11.5,0,0,0,1.18,20,10,130.91,130.91,0,0,0,0,0,0
30,585,5613,626780,0,0,VILLAGE,Codal,Rural,1250.22,177,,D,Nagargaon,10172.57,4652,959.95,0.61,34.68,0,0,2.25,2.28,3.47,246.98,226.98,20,9.13,4.63,0,0,6.24
30,585,5614,626860,0,0,VILLAGE,Codar,Rural,975.28,733,,D,Betora-Nirancal-Conxem-Codar,4567.06,8824,90.15,0,0,0,0,292.06,270.5,0,322.57,311,11.57,0,11.57,0,0,0
30,585,5613,626812,0,0,VILLAGE,Codiem,Rural,246.18,71,,D,Pissurlem,2247.46,3287,9,40.59,0,0,0,50.95,30.15,13.15,102.34,100.49,1.85,0.5,1.35,0,0,0
30,586,5618,626981,0,0,VILLAGE,Codli,Rural,2399,3801,,C,Kirlapol-Dabal,4910,6307,167,686.5,0,0,0,657.4,0,0,888.1,810,78.1,0,12.5,0,0,65.6
30,585,5613,626823,0,0,VILLAGE,Codqui,Rural,288.51,929,,D,Cotorem,3993.35,4102,0,10.05,34.91,0,14.13,23.41,11.05,16.18,178.78,164.18,14.6,0,0,11.85,0,2.75
30,585,5613,626818,0,0,VILLAGE,Codvol,Rural,887.25,5,,D,Sanvordem,8157.53,3283,871.12,0,12.65,0,0,3.19,0,0,0.29,0.29,0,0,0,0,0,0
30,586,5619,627022,0,0,VILLAGE,Cola,Rural,3444.1,5382,,B,Cola,3444,5382,538.8,634.8,0,0,0,707.2,0,0,1563.3,1551.2,12.1,0,2.5,3.5,2.3,3.8
30,586,5618,626977,0,0,VILLAGE,Colem,Rural,3010,4195,,C,Colem,10453,6006,1588.2,480.4,0,0,0,504.3,0,0,437.1,402.1,35,0,17,0,0,18
30,586,5618,627013,0,0,VILLAGE,Colomba,Rural,1829,1831,,D,Rivona,5411,5452,1041.2,155,0,0,0,282.8,0,0,350,250,100,30,0,0,0,70
30,586,5616,626897,0,0,VILLAGE,Colva,Rural,287,3141,,C,Colva,608,6987,0,43,0,0,0,7,0,0,237,206.2,30.8,0,0,0,0,30.8
30,585,5613,626790,0,0,VILLAGE,Compordem,Rural,746.66,1093,,D,Mauzi,2796.33,4080,212.57,24.03,0,0,0,85.06,90,50,285,285,0,0,0,0,0,0
30,586,5618,626998,0,0,VILLAGE,Comproi,Rural,120,620,,D,Sanvordem(CT),2558,7804,20,20.2,0,0,7.3,0,0,0,72.5,65.5,7,0,0,0,0,7
30,585,5613,626841,0,0,VILLAGE,Conquirem,Rural,803.49,397,,D,Guleli,2871.2,3119,450.09,0.8,38.15,0,0,71.71,4.3,10.1,228.34,224.83,3.51,3.51,0,0,0,0
30,585,5614,626862,0,0,VILLAGE,Conxem,Rural,188.19,186,,D,Betora-Nirancal-Conxem-Codar,4567.06,8824,10.06,0,0,0,0,0,19.46,0,158.67,156.74,1.93,0,1.93,0,0,0
30,586,5618,626997,0,0,VILLAGE,Coranginim,Rural,420,32,,D,Sanvordem(CT),2558,7804,92.2,89,0,0,0,57.8,0,0,181,180,1,0,0,0,0,1
30,586,5617,626958,0,0,VILLAGE,Cordem,Rural,803,1617,,D,Bali,3895,7415,195.4,39.6,0,0,0,35.7,0,0,532.3,512.1,20.2,0,8.2,0,7,5
30,585,5609,626638,0,0,VILLAGE,Corgao,Rural,2208.55,6639,,B,Corgao,2208.55,6639,0.02,437.08,0,0,0,237.53,0,0,1533.92,1524.31,9.61,0,0,0,0,9.61
30,585,5610,626683,0,0,VILLAGE,Corjuem,Rural,488.26,2725,,C,Aldona,1519.37,9518,57.47,30.96,9.14,0,74.94,0,0,0,315.75,314.33,1.42,0,1.42,0,0,0
30,586,5617,626966,0,0,VILLAGE,Corla,Rural,755,209,,D,Cavorem,7640,3508,569.2,3,0,0,0,54.4,0,0,128.4,125.5,2.9,0,0,0,1.9,1
30,586,5618,626980,0,0,VILLAGE,Cormonem,Rural,617,645,,D,Kirlapol-Dabal,4910,6307,240.1,80.3,0,0,0,106,0,0,190.6,180,10.6,0,4.6,0,0,6
30,586,5618,626996,0,0,VILLAGE,Costi,Rural,685,881,,D,Calem,8450,4364,59.1,150,0,0,0,168.7,0,0,307.2,300.2,7,0,0,0,0,7
30,586,5618,627000,0,0,VILLAGE,Cotarli,Rural,743,1121,,D,Uguem,6309,4733,3.7,50,0,0,0,231.5,0,0,457.8,450.3,7.5,3.75,0,0,0,3.75
30,586,5619,627028,0,0,VILLAGE,Cotigao,Rural,11170.9,2640,,C,Cotigao,11171,2640,8790.5,152.1,0,0,0,179.9,0,0,2048.4,2037.3,11.1,11.1,0,0,0,0
30,586,5617,626938,0,0,VILLAGE,Cotombi,Rural,366.78,1171,,D,Avedem-Cotombi,580,2898,0,22,0,0,0,85,0,0,195,100,95,45,5,0,0,45
30,585,5612,626760,0,0,VILLAGE,Cotombi,Rural,302,591,,D,Pale - Cotombi,1716.78,6634,0,6,200,40.78,8,2,7,0,103,101,2,0,0,0,0,2
30,585,5613,626832,0,0,VILLAGE,Cotorem,Rural,533.36,624,,D,Cotorem,3993.35,4102,6.13,12.48,60.45,0,20.12,12.81,38.18,21,362.19,314.72,47.47,35.4,5.02,0,0,7.05
30,585,5613,626815,0,0,VILLAGE,Cudcem,Rural,365.7,644,,D,Sanvordem,8157.53,3283,40.57,0,34.33,0,0,41.86,0,0,248.94,246.9,2.04,0,0,0,0,2.04
30,585,5612,626757,0,0,VILLAGE,Cudnem,Rural,992.12,3308,,C,Cudnem,992.12,3308,0,120,251.02,20,27,163.2,6,15,389.9,336.5,53.4,16,2,35.4,0,0
30,586,5615,626877,0,0,VILLAGE,Cuelim,Rural,465.83,1777,,D,Cansaulim,996,5717,0,134.83,0,0,0,30,15,0,286,163,123,0,93,30,0,0
30,585,5613,626808,0,0,VILLAGE,Cumarconda,Rural,556.7,525,,D,Pissurlem,2247.46,3287,234.14,15.58,0,0,0,17.41,7.6,2.3,279.67,266.55,13.12,1.2,8.08,0,0,3.84
30,586,5618,627007,0,0,VILLAGE,Cumbari,Rural,2599,283,,D,Bati,12894,3283,2319.6,19,0,0,0,190.4,0,0,70,70,0,0,0,0,0,0
30,585,5614,626849,0,0,VILLAGE,Cuncoliem,Rural,517,1385,,D,Velinga-Priol-Cuncoliem,2224,11470,0,0,0,0,0,111,0,175,231,142,89,0,39,50,0,0
30,585,5614,626855,0,0,VILLAGE,Cundaim,Rural,778.35,3859,,C,Cundaim,778.35,3859,0,0,4,0,0,115.55,232.2,5,421.6,353.5,68.1,25.1,38,5,0,0
30,585,5611,626723,0,0,VILLAGE,Curca,Rural,270.1,2518,,C,Curca -Bambolim -Talaulim,1778.86,10816,0,78,0,0,0,14,0,0,178.1,177.04,1.06,0,0,0,0,1.06
30,585,5612,626750,0,0,VILLAGE,Curchirem,Rural,770.87,2043,,C,Ona - Maulinguem - Curchirem,1699.57,4185,0,6,42,115.87,10,14,7,3,573,556,17,4,2,0,0,11
30,586,5618,627012,0,0,VILLAGE,Curdi,Rural,2690,35,,D,Curdi,5081,3241,0,3,0,0,0,2677,0,0,10,10,0,0,0,0,0,0
30,586,5618,627015,0,0,VILLAGE,Curpem,Rural,1056,886,,D,Curdi,5081,3241,564,78.1,0,0,0,173.9,0,0,240,220,20,0,0,0,0,20
30,585,5613,626789,0,0,VILLAGE,Dabem,Rural,350.88,498,,D,Mauzi,2796.33,4080,86.12,59.36,0,0,0,1.02,25,15,164.38,164.11,0.27,0.27,0,0,0,0
30,586,5615,626874,0,0,VILLAGE,Dabolim,Rural,741,6027,,B,Chicalim(CT),1975,13155,0,560,0,0,0,86,0,0,95,90,5,0,5,0,0,0
30,585,5613,626831,0,0,VILLAGE,Damocem,Rural,236.86,596,,D,Guleli,2871.2,3119,0,8,4.21,0,0,6.56,8.98,5.3,203.81,103.95,99.86,90.06,0,0,0,9.8
30,586,5618,626971,0,0,VILLAGE,Darbandora,Rural,4458,2991,,C,Darbandora,5659,7049,2550.2,400.9,0,0,0,938.6,0,0,568.3,504.8,63.5,0,13.2,0,0,50.3
30,585,5609,626653,0,0,VILLAGE,Dargalim,Rural,2059.16,5696,,B,Dargalim,2059.16,5696,0,670.65,0,0,0,393.32,0,0,995.19,949.75,45.44,0,0,0,0,45.44
30,585,5613,626801,0,0,VILLAGE,Davem,Rural,611.62,862,,D,Nagargaon,10172.57,4652,0,3.52,4.25,0,0,21.11,13.98,4.65,564.11,495,69.11,28.92,15.77,0,0,24.42
30,585,5613,626779,0,0,VILLAGE,Derodem,Rural,1335.9,108,,D,Nagargaon,10172.57,4652,1270.12,1.8,6.65,0,0,0.4,3.79,4.89,48.25,29.25,19,8.68,7.19,0,0,3.13
30,586,5616,626918,0,0,VILLAGE,Deussua,Rural,270,1479,,D,Chinchinim(CT),1190,8387,0,67.5,0,0,0,6.4,0,0,196.1,193.9,2.2,0,0,0,0,2.2
30,586,5616,626909,0,0,VILLAGE,Dicarpale,Rural,199,3057,,C,Davorlim(CT),199,18407,0,59.2,0,0,0,25.5,0,0,114.3,108.7,5.6,0,0,5.6,0,0
30,586,5618,627009,0,0,VILLAGE,Dongor,Rural,789,39,,D,Bati,12894,3283,722.4,25,0,0,0,21.5,0,0,20.1,17.7,2.4,0,0,0,0,2.4
